"id","L1","L2","A","C","Y"
1808,1,0.350365546531975,1,0,0
1809,1,0.120684780413285,1,0,1
1810,0,0.294467846862972,1,1,NA
1811,1,0.458843857515603,1,0,0
1812,1,0.476068896008655,0,0,0
1813,1,0.752463712822646,2,0,0
1814,1,0.925734728574753,0,0,0
1815,0,0.424635824747384,0,0,1
1816,0,0.51622194587253,1,0,0
1817,0,0.4539876782801,2,0,0
1818,0,0.749156588455662,1,1,NA
1819,1,0.376046764198691,1,1,NA
1820,0,0.836328533245251,2,0,0
1821,1,0.896539745153859,1,1,NA
1822,1,0.422506098169833,2,1,NA
1823,1,0.187027214560658,2,0,0
1824,0,0.920024857856333,0,0,0
1825,0,0.535696643870324,1,0,0
1826,1,0.71308979857713,2,0,0
1827,0,0.251400553621352,0,0,0
1828,1,0.199003096437082,1,0,0
1829,1,0.929822257254273,2,0,0
1830,1,0.330519773066044,1,0,0
1831,1,0.98455126886256,1,0,0
1832,0,0.245014394167811,0,0,0
1833,1,0.873695504618809,0,0,1
1834,0,0.925497777760029,1,0,0
1835,1,0.321508433204144,0,0,1
1836,1,0.57646528352052,0,0,0
1837,1,0.90217227046378,0,0,0
1838,0,0.666717567015439,2,1,NA
1839,1,0.550273175816983,1,0,1
1840,0,0.0792767179664224,0,0,0
1841,1,0.198455019155517,1,0,0
1842,0,0.12910477234982,1,0,1
1843,1,0.23640273581259,1,0,0
1844,0,0.734211759641767,1,0,0
1845,0,0.369037234224379,1,1,NA
1846,0,0.899805932771415,2,0,0
1847,1,0.97444771672599,2,1,NA
1848,1,0.0833501385059208,0,0,0
1849,1,0.726385666057467,0,0,0
1850,1,0.999431712552905,1,0,1
1851,0,0.292565637966618,0,0,0
1852,1,0.549807269359007,1,0,0
1853,1,0.644385445164517,0,0,0
1854,0,0.836128070950508,2,0,0
1855,1,0.889180939644575,1,0,0
1856,1,0.0275427328888327,1,0,0
1857,0,0.301298508187756,1,1,NA
1858,0,0.606741914059967,0,0,0
1859,1,0.752382759004831,1,0,0
1860,0,0.964067217428237,1,1,NA
1861,0,0.725853443844244,1,0,1
1862,1,0.657722432631999,1,0,0
1863,0,0.392143135890365,1,0,0
1864,1,0.177686429116875,2,1,NA
1865,0,0.625652333255857,2,1,NA
1866,0,0.710315674776211,1,0,1
1867,1,0.457496002316475,2,0,0
1868,0,0.149435912258923,0,0,1
1869,0,0.873392479959875,1,0,0
1870,1,0.791845343541354,1,0,0
1871,1,0.204939766088501,1,0,0
1872,1,0.800949808908626,2,1,NA
1873,1,0.859024001518264,0,0,0
1874,1,0.503158540930599,0,0,0
1875,0,0.367736300919205,0,0,1
1876,1,0.910468296846375,0,0,1
1877,0,0.958110182080418,1,1,NA
1878,1,0.826956984587014,2,0,0
1879,0,0.785892159910873,1,0,0
1880,1,0.0129414312541485,0,0,0
1881,0,0.750491787679493,1,0,0
1882,0,0.195576143683866,1,1,NA
1883,0,0.61726852809079,1,1,NA
1884,0,0.323225446976721,1,0,1
1885,1,0.699639347847551,1,0,0
1886,1,0.866649184608832,1,0,0
1887,0,0.177074722480029,1,0,0
1888,1,0.551504683680832,1,0,0
1889,1,0.920566014014184,1,0,1
1890,0,0.654658071929589,0,0,0
1891,1,0.487638924503699,0,0,0
1892,0,0.867423491319641,0,0,1
1893,0,0.148090908071026,1,0,0
1894,0,0.125022405991331,0,0,0
1895,0,0.40029238909483,0,0,0
1896,1,0.886959377443418,1,0,0
1897,1,0.876803941559047,1,0,0
1898,1,0.18310108454898,0,0,0
1899,0,0.945967325242236,1,0,0
1900,1,0.988652866333723,0,0,1
1901,1,0.310564163839445,0,0,0
1902,1,0.465393190737814,2,0,0
1903,1,0.383681188570336,1,0,0
1904,1,0.400982513092458,0,0,0
1905,1,0.0292366377543658,2,0,0
1906,1,0.871088239131495,2,0,0
1907,1,0.00130555033683777,1,0,0
1908,1,0.644634143449366,0,0,0
1909,0,0.195311289979145,0,0,0
1910,1,0.984827876323834,1,1,NA
1911,1,0.54163521155715,1,0,0
1912,1,0.609854497713968,2,0,0
1913,0,0.505659549031407,0,0,0
1914,1,0.0876665818504989,1,0,0
1915,1,0.997376875719056,1,0,0
1916,1,0.245140915969387,1,0,0
1917,1,0.86104171955958,0,0,1
1918,1,0.0566366815473884,1,0,0
1919,1,0.377178799826652,2,1,NA
1920,0,0.0846569389104843,0,0,0
1921,1,0.73072330863215,0,0,1
1922,1,0.0425514846574515,0,0,0
1923,1,0.124896822730079,1,0,0
1924,1,0.397212100680918,2,0,0
1925,0,0.691015213029459,1,0,0
1926,1,0.168857280630618,1,0,0
1927,0,0.757667324738577,1,0,0
1928,1,0.244884853018448,2,0,0
1929,0,0.6340862007346,0,0,0
1930,1,0.249243636149913,2,0,0
1931,1,0.0424040050711483,0,0,0
1932,1,0.880460967076942,1,0,0
1933,0,0.804261875804514,1,0,0
1934,0,0.337068123277277,1,0,0
1935,0,0.509422617498785,1,0,0
1936,1,0.671958915190771,0,0,0
1937,0,0.89387506316416,0,0,1
1938,0,0.426658831303939,0,0,1
1939,0,0.701646139379591,0,0,1
1940,0,0.788014018675312,1,1,NA
1941,1,0.660476445453241,1,1,NA
1942,0,0.97406271006912,0,1,NA
1943,1,0.1561562824063,1,0,0
1944,1,0.543299742974341,2,0,0
1945,1,0.767169646220282,1,0,0
1946,0,0.12589905411005,1,0,0
1947,0,0.331300090299919,0,0,1
1948,0,0.802092895377427,1,0,0
1949,1,0.650968711357564,1,0,0
1950,0,0.514046610333025,0,0,1
1951,0,0.95636603794992,0,0,0
1952,0,0.159050695830956,0,0,0
1953,1,0.0659900975879282,2,0,0
1954,1,0.638778191525489,1,0,0
1955,0,0.556713549885899,1,0,0
1956,1,0.169070837087929,1,0,0
1957,1,0.616163441678509,0,0,0
1958,1,0.503361350856721,0,0,0
1959,0,0.799430902581662,2,1,NA
1960,0,0.187372116837651,1,0,0
1961,0,0.800865912809968,1,0,1
1962,1,0.530418368056417,1,0,0
1963,0,0.823089430341497,0,0,1
1964,0,0.355413885787129,1,0,0
1965,1,0.551737955538556,2,0,0
1966,1,0.734505573986098,1,0,0
1967,1,0.121749449754134,1,0,0
1968,1,0.266150475014001,1,0,0
1969,1,0.354216750944033,2,0,0
1970,0,0.154987627873197,1,0,0
1971,0,0.282255963189527,2,0,0
1972,0,0.915737135568634,0,0,1
1973,0,0.216401839628816,2,0,0
1974,1,0.0823788130655885,1,0,0
1975,0,0.724400972481817,2,1,NA
1976,1,0.339471490588039,1,0,0
1977,1,0.345556280575693,1,0,0
1978,1,0.268374980427325,0,0,0
1979,0,0.385039860382676,1,0,0
1980,0,0.465720681706443,0,1,NA
1981,1,0.530922882491723,0,0,1
1982,1,0.477829100331292,1,0,0
1983,1,0.505771895404905,0,0,0
1984,1,0.92573750577867,0,0,0
1985,0,0.538774923887104,0,0,0
1986,1,0.0476457679178566,1,0,0
1987,0,0.787658861838281,1,1,NA
1988,1,0.319218830671161,0,0,0
1989,0,0.273196898633614,1,0,0
1990,0,0.779946859693155,1,0,0
1991,0,0.0749448766000569,1,0,0
1992,0,0.206173395505175,0,0,1
1993,1,0.168637683847919,1,0,1
1994,0,0.339353802613914,1,0,0
1995,1,0.279488978907466,0,0,0
1996,0,0.675863713724539,1,0,0
1997,1,0.223021692829207,1,0,0
1998,1,0.630354695487767,1,0,1
1999,0,0.395252297865227,0,0,0
2000,1,0.230465743690729,1,0,0
2001,1,0.0969031401909888,2,0,0
2002,0,0.248517646687105,0,0,1
2003,1,0.816086003789678,0,0,0
2004,1,0.952361911768094,1,0,0
2005,1,0.446477193152532,0,0,0
2006,1,0.867140176706016,1,0,0
2007,1,0.119484806898981,1,0,0
2008,1,0.897814228665084,0,0,0
2009,1,0.669419691199437,1,0,0
2010,1,0.817758119665086,2,0,0
2011,1,0.805158811854199,0,0,1
2012,1,0.304319984978065,1,0,0
2013,0,0.376413852442056,1,1,NA
2014,0,0.173473051050678,0,0,1
2015,1,0.636985472170636,1,0,0
2016,1,0.39184213289991,1,0,0
2017,1,0.0285122918430716,1,0,0
2018,0,0.263262060470879,0,0,0
2019,1,0.462334360694513,1,0,0
2020,0,0.247051348211244,1,0,0
2021,1,0.464270908618346,1,0,0
2022,1,0.620768676046282,1,0,0
2023,1,0.802101270761341,1,0,0
2024,0,0.33842212241143,0,0,0
2025,0,0.427643236238509,0,0,1
2026,0,0.29106018319726,1,0,0
2027,1,0.198616815730929,2,0,0
2028,0,0.0670866968575865,1,0,0
2029,0,0.136550211114809,0,0,0
2030,0,0.89767640014179,0,0,1
2031,1,0.912910509621724,0,0,0
2032,1,0.45536370202899,1,0,0
2033,1,0.834816467948258,2,1,NA
2034,0,0.405557908350602,1,0,0
2035,0,0.218285349197686,2,0,0
2036,0,0.990506320260465,2,0,0
2037,0,0.80241543520242,1,0,1
2038,0,0.254337101941928,2,0,0
2039,0,0.373414905974641,2,0,0
2040,1,0.343365205219015,1,0,0
2041,0,0.011914633680135,0,0,0
2042,0,0.42267310875468,1,1,NA
2043,0,0.466669459827244,0,0,0
2044,0,0.732593005523086,1,0,1
2045,1,0.891161002917215,1,0,0
2046,0,0.236418590415269,0,0,0
2047,0,0.623081300640479,1,0,0
2048,1,0.0159333045594394,1,0,1
2049,0,0.761429617879912,1,0,0
2050,0,0.0322999060153961,1,1,NA
2051,0,0.52904406003654,2,0,0
2052,1,0.769690711051226,2,1,NA
2053,1,0.250866865972057,1,0,0
2054,0,0.732235873118043,0,0,0
2055,0,0.191435016691685,0,0,1
2056,1,0.408102678367868,2,0,0
2057,0,0.650145719060674,2,1,NA
2058,0,0.456412045285106,1,0,0
2059,1,0.926771592348814,1,0,1
2060,0,0.25915997219272,1,0,0
2061,1,0.0718494933098555,1,0,0
2062,0,0.351270665647462,1,0,1
2063,0,0.715077261673287,1,0,0
2064,1,0.573786999564618,1,0,0
2065,0,0.99278223188594,2,1,NA
2066,1,0.417068611830473,1,0,0
2067,1,0.897630698280409,0,0,1
2068,1,0.680102080572397,1,0,1
2069,0,0.809783645207062,0,0,0
2070,0,0.00959044089540839,0,0,1
2071,1,0.65495623787865,1,0,0
2072,1,0.477511485572904,1,0,0
2073,0,0.254339501261711,0,0,1
2074,0,0.162141722626984,0,0,0
2075,0,0.812684717588127,2,1,NA
2076,1,0.193750135600567,1,1,NA
2077,0,0.814740240341052,2,0,0
2078,1,0.343246644362807,2,0,0
2079,1,0.179387773619965,0,0,0
2080,0,0.721876984927803,1,0,0
2081,1,0.947977568721399,1,0,0
2082,0,0.0505939642898738,0,1,NA
2083,1,0.727775933220983,2,1,NA
2084,1,0.143993911100551,1,0,0
2085,1,0.58862247900106,2,0,0
2086,0,0.461374226491898,2,1,NA
2087,0,0.128713909769431,2,1,NA
2088,1,0.922811209224164,1,0,0
2089,0,0.942572211148217,1,1,NA
2090,0,0.491143888793886,2,0,0
2091,1,0.264216104988009,1,0,0
2092,0,0.608886138536036,0,0,1
2093,0,0.468402600614354,2,0,1
2094,0,0.494062456535175,1,0,0
2095,0,0.146898952778429,1,0,0
2096,1,0.433188816765323,1,0,0
2097,0,0.125108561944216,2,1,NA
2098,0,0.821850147563964,1,0,0
2099,0,0.638308459892869,1,0,0
2100,1,0.0630906613077968,2,0,1
2101,1,0.946516743162647,1,0,0
2102,1,0.802590655628592,2,1,NA
2103,1,0.0513923312537372,1,0,0
2104,1,0.673588005127385,1,0,0
2105,1,0.0261985857505351,0,0,1
2106,1,0.674174360698089,0,0,0
2107,0,0.246933524264023,1,0,0
2108,0,0.432239497080445,1,0,0
2109,0,0.792014010483399,1,0,0
2110,1,0.623623735737056,2,0,0
2111,0,0.700126986717805,1,0,0
2112,0,0.0475144346710294,2,1,NA
2113,1,0.0313709045294672,0,0,0
2114,0,0.343522980576381,2,0,0
2115,1,0.428458164678887,0,0,0
2116,1,0.67033606627956,0,0,1
2117,0,0.256724238628522,0,0,0
2118,1,0.690188587177545,1,0,1
2119,1,0.404915196588263,2,0,0
2120,1,0.238381216069683,0,0,0
2121,1,0.493601742899045,1,0,0
2122,0,0.712692310800776,0,0,0
2123,1,0.79521080548875,0,0,0
2124,1,0.304006905062124,2,0,0
2125,0,0.396076020086184,0,0,0
2126,1,0.0636677278671414,2,0,0
2127,0,0.268037251196802,1,0,0
2128,1,0.945000261301175,1,0,0
2129,1,0.100231998134404,1,0,0
2130,1,0.647130716592073,0,0,0
2131,0,0.736639532493427,1,0,1
2132,0,0.868380249245092,0,0,1
2133,0,0.186872938880697,0,0,0
2134,1,0.449649540241808,2,0,0
2135,0,0.754532311344519,1,0,0
2136,0,0.618803017307073,2,0,0
2137,1,0.855442155618221,1,0,0
2138,1,0.429534600581974,2,0,0
2139,1,0.915278168627992,1,0,0
2140,0,0.033596504945308,0,0,0
2141,0,0.979660477489233,0,0,1
2142,0,0.109938244102523,1,0,0
2143,0,0.393988887080923,1,0,0
2144,0,0.201732038054615,1,0,0
2145,1,0.695163734955713,0,0,0
2146,0,0.567523679463193,0,0,0
2147,0,0.68956920853816,1,0,1
2148,0,0.298231533262879,1,0,0
2149,1,0.976352280471474,2,0,0
2150,0,0.730152726639062,1,0,0
2151,0,0.311966461827978,0,0,0
2152,0,0.489628039533272,0,0,1
2153,1,0.201420583529398,1,0,0
2154,1,0.35529640247114,1,0,0
2155,0,0.79371803952381,2,1,NA
2156,1,0.478890855563805,1,0,0
2157,0,0.192243830068037,0,0,1
2158,0,0.34925960469991,1,0,0
2159,0,0.95201539201662,0,0,1
2160,0,0.498605606611818,1,0,0
2161,1,0.922807992203161,1,0,1
2162,0,0.788367746165022,0,0,0
2163,0,0.0359832036774606,0,0,0
2164,1,0.356478938600048,1,0,0
2165,1,0.490236079320312,0,0,1
2166,1,0.288774446118623,0,0,0
2167,0,0.793078562477604,1,0,1
2168,0,0.0449996574316174,1,0,0
2169,0,0.739518441492692,0,0,1
2170,1,0.452821863349527,1,0,0
2171,0,0.0863052967470139,1,0,0
2172,0,0.0507407803088427,0,0,0
2173,0,0.297116781352088,0,0,0
2174,1,0.174506255425513,2,1,NA
2175,0,0.833967123413458,1,0,1
2176,0,0.665162781486288,1,1,NA
2177,1,0.234301298623905,1,0,0
2178,0,0.297491417266428,0,0,0
2179,0,0.695320430444553,1,0,0
2180,0,0.232240619137883,0,1,NA
2181,1,0.836448759539053,0,0,0
2182,0,0.882521566934884,1,0,0
2183,1,0.0371699901297688,0,0,0
2184,0,0.3744238067884,1,0,0
2185,1,0.506055512232706,0,0,1
2186,1,0.215981489513069,0,0,0
2187,0,0.651669861515984,1,0,0
2188,0,0.809779599308968,0,1,NA
2189,1,0.359223922714591,1,0,0
2190,1,0.625030486378819,1,0,1
2191,1,0.527547497535124,1,0,0
2192,0,0.24302314594388,2,1,NA
2193,1,0.0242483068723232,1,0,0
2194,1,0.969397249165922,0,0,1
2195,1,0.503559689968824,1,1,NA
2196,0,0.451059851096943,2,0,0
2197,0,0.816311262315139,1,1,NA
2198,1,0.0381470008287579,2,0,0
2199,1,0.395889705745503,0,0,0
2200,0,0.2590102115646,1,0,0
2201,0,0.6151422271505,2,0,0
2202,0,0.266807247651741,0,0,1
2203,0,0.440675429999828,2,0,0
2204,1,0.0304376441054046,1,1,NA
2205,1,0.684186295839027,2,0,0
2206,1,0.466117747593671,0,0,1
2207,1,0.328898560255766,1,0,0
2208,1,0.674374654889107,1,0,0
2209,1,0.492568441899493,2,0,0
2210,0,0.702015220886096,1,1,NA
2211,0,0.996918832883239,0,0,1
2212,0,0.372904315125197,0,0,1
2213,1,0.961861711228266,1,0,1
2214,0,0.422581935068592,0,0,1
2215,1,0.235203094081953,1,0,0
2216,1,0.645268735708669,1,0,1
2217,0,0.72418957320042,1,0,1
2218,0,0.939296776428819,0,0,0
2219,0,0.521406743908301,1,0,0
2220,1,0.340843251440674,2,0,0
2221,0,0.1395523250103,1,0,0
2222,0,0.105466636596248,1,0,0
2223,1,0.111193130491301,1,0,0
2224,0,0.773486085468903,1,1,NA
2225,1,0.352087655337527,0,0,0
2226,0,0.736676888540387,0,0,0
2227,1,0.541904813842848,1,0,0
2228,1,0.97274690004997,0,0,0
2229,0,0.523730484070256,1,0,0
2230,1,0.807092199102044,0,0,1
2231,0,0.657330890651792,1,0,0
2232,0,0.704269715584815,2,0,0
2233,1,0.400957490783185,1,0,0
2234,1,0.784584888722748,1,0,0
2235,0,0.453835759544745,1,0,0
2236,0,0.365213243523613,0,0,0
2237,0,0.486128743737936,0,0,1
2238,1,0.637556133791804,2,0,0
2239,1,0.155526988673955,2,1,NA
2240,1,0.535776728997007,2,0,0
2241,0,0.152292663929984,1,0,0
2242,1,0.141358123859391,0,0,0
2243,0,0.988843774423003,1,0,0
2244,0,0.440457364544272,1,0,0
2245,1,0.701727642212063,0,0,0
2246,0,0.881408585701138,0,0,1
2247,1,0.621175947599113,1,0,0
2248,0,0.502537795575336,1,1,NA
2249,1,0.0752875674515963,1,0,0
2250,0,0.998436307767406,1,1,NA
2251,1,0.86352755385451,2,0,0
2252,0,0.782778028398752,0,0,0
2253,0,0.313797512557358,0,0,0
2254,1,0.228242464829236,2,0,0
2255,0,0.33859135909006,0,0,0
2256,0,0.404269525548443,0,0,0
2257,0,0.238343848846853,1,0,0
2258,1,0.609119943110272,1,0,1
2259,1,0.594338529976085,1,0,0
2260,0,0.969067713012919,2,0,0
2261,0,0.185263979947194,1,0,0
2262,0,0.0967964173760265,0,0,0
2263,1,0.625374089693651,2,0,0
2264,0,0.845951183466241,1,1,NA
2265,1,0.728352901758626,1,0,0
2266,1,0.754221393261105,1,0,0
2267,1,0.643330751918256,1,0,0
2268,1,0.490751537261531,0,0,0
2269,1,0.01830869843252,1,0,0
2270,1,0.483688915148377,1,0,0
2271,1,0.0495670516975224,1,0,0
2272,1,0.26943616499193,1,0,0
2273,0,0.366589780896902,1,0,0
2274,1,0.03822709643282,0,0,0
2275,1,0.278441771864891,2,0,0
2276,1,0.74453221168369,2,0,0
2277,1,0.82250639051199,1,0,0
2278,1,0.337819258216769,0,0,1
2279,1,0.0520445732399821,1,0,0
2280,0,0.508988606976345,1,0,0
2281,1,0.29246370587498,1,0,0
2282,1,0.348793809069321,1,0,0
2283,1,0.748751443112269,1,0,0
2284,0,0.488484613131732,2,0,0
2285,0,0.0365726326126605,0,0,0
2286,1,0.938504344550893,1,0,0
2287,1,0.206854378804564,1,0,0
2288,1,0.248437599744648,2,0,0
2289,1,0.666052724933252,1,0,0
2290,1,0.223407354671508,2,0,0
2291,1,0.115133257582784,0,0,0
2292,0,0.350686891470104,0,1,NA
2293,0,0.340917614055797,1,0,0
2294,0,0.90117517625913,1,0,1
2295,1,0.496765316696838,1,0,0
2296,0,0.438947117188945,1,0,0
2297,1,0.902657471131533,0,0,1
2298,1,0.0157907602842897,0,0,0
2299,1,0.802389370976016,2,0,0
2300,0,0.85368714062497,2,0,0
2301,0,0.339843322755769,0,0,0
2302,0,0.524381399387494,1,0,0
2303,1,0.0969538886565715,2,0,0
2304,0,0.129731927998364,0,0,0
2305,1,0.452792124357074,1,0,0
2306,0,0.294496821239591,0,0,1
2307,0,0.20035925321281,0,0,1
2308,1,0.987556367879733,1,0,0
2309,1,0.527746284147725,1,0,0
2310,0,0.540476193418726,0,0,1
2311,1,0.377801550319418,1,0,0
2312,1,0.587343683000654,1,0,0
2313,0,0.0475051780231297,0,0,1
2314,0,0.748138569062576,1,0,0
2315,1,0.128528055967763,1,0,0
2316,1,0.212347760563716,0,0,0
2317,1,0.755094676744193,1,0,0
2318,0,0.379392957314849,1,0,0
2319,0,0.184337803162634,0,0,0
2320,0,0.00808102148585021,1,0,0
2321,0,0.643427814124152,1,0,0
2322,0,0.53687659651041,1,0,1
2323,0,0.015738804358989,0,0,1
2324,1,0.94605949241668,1,0,0
2325,0,0.660266818711534,2,1,NA
2326,0,0.895910134306177,1,0,0
2327,1,0.240266698878258,0,0,0
2328,1,0.0501200016587973,1,0,0
2329,0,0.67477347352542,0,0,0
2330,0,0.991902773734182,1,0,0
2331,0,0.330392132280394,1,0,0
2332,1,0.201358132995665,1,0,0
2333,1,0.347772844135761,2,1,NA
2334,0,0.418341921642423,1,0,0
2335,1,0.44918716698885,1,0,0
2336,1,0.199591329554096,1,0,0
2337,0,0.946297744754702,2,0,0
2338,0,0.441775494487956,0,0,1
2339,1,0.421180906239897,1,0,0
2340,0,0.553302322048694,1,0,0
2341,0,0.837556541897357,1,0,0
2342,0,0.742934815352783,1,0,0
2343,1,0.671827155165374,1,0,0
2344,1,0.266403421061113,1,0,0
2345,1,0.968926357803866,1,0,0
2346,1,0.478411734104156,0,0,0
2347,0,0.594435823149979,0,0,0
2348,1,0.649897787254304,0,0,1
2349,1,0.736885474761948,2,0,0
2350,0,0.469088041689247,1,0,0
2351,1,0.68992247688584,2,1,NA
2352,0,0.293872569222003,0,0,0
2353,0,0.943288560723886,2,0,0
2354,0,0.894951964728534,0,0,1
2355,1,0.409668294014409,1,0,1
2356,0,0.716516779270023,0,1,NA
2357,0,0.357236616546288,0,0,0
2358,1,0.722147557418793,0,0,0
2359,0,0.95909729716368,1,0,0
2360,0,0.342556537827477,0,0,0
2361,1,0.78014261345379,0,0,0
2362,1,0.339704936137423,2,1,NA
2363,1,0.359291489236057,2,0,0
2364,0,0.348251695977524,2,1,NA
2365,1,0.278956091729924,2,1,NA
2366,1,0.723224189365283,0,0,0
2367,1,0.0573089118115604,2,0,0
2368,1,0.758435023017228,1,0,0
2369,1,0.456361503573135,1,0,0
2370,1,0.648765527876094,0,0,0
2371,0,0.126666277414188,0,0,1
2372,1,0.41482400521636,1,0,0
2373,1,0.760607757605612,0,0,0
2374,0,0.388459129957482,1,0,0
2375,1,0.148978811921552,0,0,0
2376,1,0.778307440225035,1,0,0
2377,1,0.0710291147697717,0,0,0
2378,0,0.0905320243909955,0,0,0
2379,0,0.179303784156218,1,1,NA
2380,0,0.674656373914331,1,0,0
2381,1,0.530068254098296,2,1,NA
2382,0,0.313218036433682,2,0,0
2383,0,0.904158582212403,0,0,0
2384,0,0.124714174307883,0,0,0
2385,1,0.692934619495645,1,1,NA
2386,0,0.000193724408745766,0,0,1
2387,0,0.815259829862043,1,1,NA
2388,0,0.695910949492827,2,0,0
2389,0,0.212920431047678,0,0,0
2390,1,0.619263397762552,1,0,0
2391,0,0.046510262414813,1,0,0
2392,0,0.733419389463961,0,0,0
2393,0,0.457710958551615,2,0,0
2394,1,0.435550718801096,1,1,NA
2395,1,0.741618209285662,1,0,1
2396,0,0.94353697123006,0,0,0
2397,0,0.697944059269503,2,0,0
2398,1,0.80740943341516,1,0,0
2399,0,0.401067500468343,0,0,0
2400,0,0.226448008324951,0,0,1
2401,0,0.674061313038692,2,1,NA
2402,1,0.112804977921769,0,0,0
2403,0,0.143163840053603,0,0,0
2404,1,0.982671251520514,1,0,0
2405,0,0.254599874606356,1,0,0
2406,0,0.020925423130393,1,0,0
2407,0,0.620386346476153,1,1,NA
2408,0,0.837633871939033,0,0,1
2409,1,0.736340611707419,2,0,0
2410,1,0.105133304838091,1,0,0
2411,0,0.020710991229862,0,0,0
2412,1,0.56910293106921,2,0,0
2413,1,0.182188692502677,2,0,0
2414,1,0.128264979459345,2,0,0
2415,1,0.886358671821654,0,0,0
2416,1,0.717408637749031,2,1,NA
2417,0,0.788991729496047,1,1,NA
2418,0,0.675366824027151,1,0,0
2419,1,0.16410912014544,1,0,0
2420,1,0.684085927903652,2,0,0
2421,0,0.950283112935722,0,0,0
2422,0,0.271506866905838,2,0,0
2423,1,0.566505289170891,1,0,0
2424,1,0.648414229275659,1,0,0
2425,1,0.305248074699193,0,0,0
2426,0,0.437720865709707,1,0,0
2427,1,0.235264335758984,2,0,0
2428,0,0.628714410122484,2,0,0
2429,0,0.242791048018262,0,0,0
2430,1,0.459388028597459,1,0,0
2431,1,0.584533404791728,1,0,0
2432,1,0.135864136740565,2,0,0
2433,1,0.0290132218506187,0,0,0
2434,0,0.424855674151331,0,1,NA
2435,1,0.180676092160866,0,0,0
2436,0,0.0473221053835005,1,0,0
2437,0,0.0727236964739859,1,1,NA
2438,1,0.411866762908176,1,0,0
2439,1,0.430510262027383,1,0,0
2440,1,0.990405587712303,1,0,0
2441,0,0.882798752048984,1,0,0
2442,0,0.846797780366614,2,0,0
2443,1,0.461699936306104,1,0,0
2444,0,0.268388707656413,1,0,0
2445,0,0.451126554515213,0,0,0
2446,1,0.26477603521198,1,0,0
2447,0,0.732975332066417,2,1,NA
2448,0,0.54841475118883,0,0,0
2449,1,0.939263267908245,1,0,0
2450,0,0.58454450359568,0,0,0
2451,0,0.199578169034794,2,1,NA
2452,1,0.904414365300909,0,0,0
2453,1,0.599756333045661,1,0,0
2454,1,0.296162361511961,1,0,0
2455,1,0.41189978364855,1,0,0
2456,1,0.118196237133816,2,0,0
2457,0,0.35423960746266,0,0,0
2458,1,0.184616439044476,0,0,0
2459,1,0.533619664842263,2,0,0
2460,0,0.442606420489028,1,1,NA
2461,0,0.820796836866066,1,1,NA
2462,1,0.259186769137159,1,0,0
2463,1,0.68701740168035,0,0,0
2464,0,0.173553791362792,0,0,0
2465,1,0.435599306365475,1,0,0
2466,0,0.749404255533591,2,0,0
2467,0,0.0759376687929034,0,1,NA
2468,0,0.957548895850778,2,0,0
2469,1,0.484446420799941,2,0,0
2470,1,0.532758282264695,2,0,0
2471,0,0.95600514439866,2,1,NA
2472,0,0.759142079390585,1,1,NA
2473,1,0.854455849621445,2,1,NA
2474,0,0.869223626796156,1,0,0
2475,0,0.153374784858897,1,0,0
2476,1,0.144603932509199,2,0,0
2477,1,0.642371329246089,0,0,0
2478,1,0.999458958394825,0,0,0
2479,0,0.49830464925617,1,0,1
2480,0,0.739187584025785,1,1,NA
2481,0,0.660700442269444,1,1,NA
2482,1,0.713820785516873,0,0,0
2483,1,0.0430992455221713,0,0,1
2484,1,0.209258489776403,1,0,1
2485,0,0.601942526642233,0,0,1
2486,0,0.484749682946131,0,0,1
2487,0,0.801337447017431,1,0,0
2488,0,0.833389231236652,1,0,0
2489,1,0.0373701024800539,2,0,0
2490,0,0.51691585755907,0,1,NA
2491,0,0.614234394161031,0,0,1
2492,1,0.396352954674512,1,0,0
2493,0,0.936334202531725,0,0,1
2494,1,0.753956988919526,1,1,NA
2495,1,0.234706027200446,2,0,0
2496,0,0.570464221062139,1,0,0
2497,1,0.809128213208169,2,0,0
2498,1,0.624913711100817,1,0,0
2499,1,0.744969093706459,1,0,0
2500,0,0.0394058001693338,0,0,1
2501,1,0.576240621041507,1,0,0
2502,0,0.755402871407568,1,0,1
2503,1,0.597790340427309,1,0,0
2504,1,0.424329311819747,2,0,0
2505,1,0.0658340349327773,0,0,1
2506,1,0.255666103679687,1,0,0
2507,0,0.780307511566207,1,0,0
2508,1,0.557817792519927,0,0,0
2509,1,0.646001406712458,1,0,0
2510,0,0.095064299646765,1,0,1
2511,1,0.142057267250493,1,0,1
2512,1,0.772846163716167,1,0,0
2513,0,0.133470923407003,1,0,0
2514,0,0.156287177931517,1,0,0
2515,0,0.147107713157311,1,0,0
2516,1,0.458920299774036,2,1,NA
2517,1,0.467103490140289,1,1,NA
2518,1,0.0380760019179434,2,0,0
2519,0,0.288239858811721,0,0,0
2520,0,0.572833138052374,1,0,0
2521,0,0.58349572471343,1,0,0
2522,0,0.0229567962232977,0,0,0
2523,0,0.570807707495987,1,0,0
2524,1,0.959919617278501,1,0,0
2525,0,0.220342427724972,0,0,1
2526,0,0.696000071940944,0,0,1
2527,0,0.0324271742720157,0,0,0
2528,0,0.409805850824341,2,0,0
2529,0,0.00953574501909316,0,0,0
2530,1,0.495916565414518,2,0,0
2531,0,0.181943950708956,1,0,1
2532,0,0.850044681923464,2,0,0
2533,0,0.828301075845957,1,0,1
2534,0,0.0425900199916214,2,0,0
